YEAR,REGION,STATEFIP,COUNTY,METRO,ASECWT,AGE,SEX,RACE,OCC,UHRSWORK1,EDUC,SCHLCOLL,INCWAGE,OFFTOTVAL,POVERTY
2024,41,56,0,1,237.14,15,2,100,4020,999,30,0,2000,114060,23
2024,33,5,0,3,1227.86,26,1,100,6230,40,60,5,30000,30000,23
2024,31,13,13135,3,3999.66,76,2,100,0,999,111,0,0,42971,23
2024,42,53,0,2,2043.35,80,1,651,0,999,111,0,0,43088,23
2024,31,13,13113,3,4201.88,64,2,100,5000,40,92,0,74000,74021,23
2024,11,33,33015,3,785.71,16,2,100,4760,20,60,1,0,119500,23
2024,33,22,22033,3,1572.0,51,2,200,3090,40,125,5,65000,66000,23
2024,22,38,0,4,306.6,5,1,100,0,999,1,0,99999999,161125,23
2024,41,30,0,4,675.26,22,2,100,3424,40,91,5,18000,18000,21
2024,31,51,0,4,2457.94,47,2,100,4120,36,73,5,98000,302588,23
2024,42,6,6037,3,3365.05,68,1,200,1720,40,111,0,150000,221914,23
2024,11,33,33011,2,895.56,36,2,651,420,50,81,5,40000,97200,23
2024,33,5,0,3,837.83,72,2,200,0,999,91,0,0,88530,23
2024,21,39,0,1,1988.57,2,1,100,0,999,1,0,99999999,165102,23
2024,41,32,32003,2,1639.62,80,1,300,6230,40,73,0,60000,80012,23
2024,41,8,8031,2,2389.57,76,2,100,4420,997,123,0,15000,72526,23
2024,31,12,0,2,3367.32,56,2,100,0,999,111,0,0,65000,23
2024,33,48,0,3,2308.02,10,2,100,0,999,1,0,99999999,95200,23
2024,42,6,6059,3,1875.63,69,1,100,0,999,81,0,0,132000,23
2024,33,22,22071,2,1450.95,35,2,100,51,45,81,5,54000,146387,23
2024,21,39,0,3,3543.27,58,2,100,2545,38,81,0,31000,105313,23
2024,42,6,0,3,1993.11,23,2,100,0,999,73,5,0,207200,23
2024,31,37,0,3,2012.6,43,1,100,4000,55,91,5,165000,181000,23
2024,21,55,0,1,1565.66,34,2,100,8990,40,73,5,50000,232430,23
2024,32,47,0,2,3016.85,40,2,100,4760,24,73,5,20000,60016,23
2024,31,13,0,3,3781.78,33,2,100,440,40,123,5,135000,266597,23
2024,12,42,42003,3,2700.33,50,2,200,5120,40,73,5,54000,119073,23
2024,12,36,36047,2,3041.13,16,2,100,0,999,60,5,0,35009,10
2024,42,6,6001,3,2377.34,10,2,651,0,999,1,0,99999999,80000,23
2024,42,6,6037,3,2313.92,18,2,100,0,999,81,3,0,133200,23
2024,33,22,0,3,2142.94,46,2,100,5350,40,73,5,42000,72010,23
2024,12,42,42091,3,4572.07,26,1,100,7640,40,91,5,28000,28011,23
2024,42,53,0,2,3410.18,24,2,651,3421,16,111,3,17400,17400,21
2024,21,26,26125,3,2025.46,85,2,200,0,999,10,0,0,38819,23
2024,31,51,0,4,5116.11,53,1,100,6230,40,111,5,95000,180222,23
2024,21,18,0,4,4924.46,25,2,100,3245,30,73,5,35000,45000,23
2024,42,6,6037,2,3167.01,62,1,200,0,999,81,0,0,800,10
2024,41,49,0,3,2136.52,58,1,100,2320,55,111,0,73000,172755,23
2024,31,45,45051,4,2887.79,59,1,100,0,999,73,0,0,56402,23
2024,33,22,0,1,901.23,65,1,200,0,999,50,0,0,11760,10
2024,11,25,25027,3,4166.16,39,1,100,5240,40,111,5,70000,105330,23
2024,42,6,6001,2,2385.89,13,2,100,0,999,1,0,99999999,573032,23
2024,22,29,0,1,2245.02,10,2,100,0,999,1,0,99999999,24000,10
2024,21,17,0,2,2415.32,55,1,100,2600,6,50,0,0,2000,10
2024,32,1,0,4,2040.11,26,2,100,5400,40,81,5,26000,26000,21
2024,42,6,0,3,2216.44,34,2,100,0,999,124,5,0,314974,23
2024,22,27,0,4,2656.63,38,1,651,9620,30,81,5,25000,25000,23
2024,42,2,0,2,603.37,54,1,100,2205,50,125,5,100000,284632,23
2024,11,33,33011,2,798.49,80,2,100,0,999,111,0,0,18888,22
2024,42,15,15003,3,558.58,46,2,802,3402,84,91,5,59000,474954,23
2024,31,12,0,3,4434.06,9,1,100,0,999,1,0,99999999,157000,23
2024,12,36,36047,2,4506.45,25,2,200,0,999,81,3,0,80800,23
2024,41,16,0,4,1170.05,23,1,100,9620,40,73,5,37440,37442,23
2024,22,31,0,1,1163.17,43,2,100,2310,40,123,5,76000,172585,23
2024,31,54,0,4,697.28,80,2,100,0,999,73,0,0,12412,10
2024,42,41,0,3,1902.39,51,1,100,0,999,73,5,0,71500,23
2024,42,6,0,3,2120.19,4,2,100,0,999,1,0,99999999,77980,23
2024,41,30,30111,4,416.73,2,1,100,0,999,1,0,99999999,80125,23
2024,42,53,0,3,2615.07,63,1,803,0,999,111,0,91663,140403,23
2024,31,12,12086,3,2409.24,51,2,100,0,999,81,5,12600,24000,10
2024,31,10,10001,4,355.31,70,2,100,0,999,73,0,0,55860,23
2024,42,6,6037,2,2606.44,35,1,100,9620,40,81,5,40000,148800,23
2024,32,1,0,2,1097.37,8,1,100,0,999,1,0,99999999,108067,23
2024,33,48,0,1,3002.62,9,1,100,0,999,1,0,99999999,96000,23
2024,21,55,0,3,2963.89,35,1,100,220,40,73,5,100000,190006,23
2024,12,36,36103,3,2398.32,31,1,100,6410,997,73,5,70000,70115,23
2024,32,28,0,3,1858.24,50,2,200,2310,40,111,5,36000,38500,23
2024,31,12,12099,3,2363.39,85,2,100,4230,997,73,0,40000,130378,23
2024,31,12,12083,4,4550.81,14,2,200,0,999,1,0,99999999,26000,10
